Explosive uranium cannon shell,"{'Uranium-238': '1', 'Time': '12', 'Explosive cannon shell': '1'}",{'Explosive uranium cannon shell': '1 '},"{'Area of effect size': '4.25', 'Prototype type': 'ammo', 'Damage bonus': '150 Piercing power', 'Internal name': 'explosive-uranium-cannon-shell', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '200', 'Used as ammunition by': ['Tank'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Range': '30', 'Damage': 'Impact: 350 physical, Area of effect: 315 explosion', 'Required technologies': ['Uranium ammo (research)']}"
Artillery shell,"{'Time': '15', 'Explosives': '8', 'Explosive cannon shell': '4', 'Radar': '1'}",{'Artillery shell': '1 '},"{'Area of effect size': '4', 'Prototype type': 'ammo', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'artillery-shell', 'Stack size': '1', 'Used as ammunition by': ['Artillery turret', 'Artillery wagon'], 'Required technologies': ['Artillery (research)'], 'Damage': '500 physical, 500 explosion'}"
Rocket,"{'Time': '8', 'Explosives': '1', 'Electronic circuit': '1', 'Iron plate': '2'}",{'Rocket': '1 '},"{'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'rocket', 'Stack size': '200', 'Used as ammunition by': ['Rocket launcher'], 'Boosting technologies': ['Stronger explosives (research)', 'Weapon shooting speed (research)'], 'Required technologies': ['Rocketry (research)'], 'Damage': '200 explosion', 'Consumed by': ['Explosive rocket']}"
Explosive rocket,"{'Time': '8', 'Explosives': '2', 'Rocket': '1'}",{'Explosive rocket': '1 '},"{'Area of effect size': '6.5', 'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'explosive-rocket', 'Stack size': '200', 'Used as ammunition by': ['Rocket launcher'], 'Boosting technologies': ['Stronger explosives (research)', 'Weapon shooting speed (research)'], 'Required technologies': ['Explosive rocketry (research)'], 'Damage': 'Impact: 50 explosion, Area of effect: 100 explosion'}"
Atomic bomb,"{'Time': '50', 'Explosives': '10', 'Uranium-235': '30', 'Rocket control unit': '10'}",{'Atomic bomb': '1 '},"{'Area of effect size': '35', 'Prototype type': 'ammo', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'atomic-bomb', 'Stack size': '10', 'Used as ammunition by': ['Rocket launcher'], 'Boosting technologies': ['Stronger explosives (research)', 'Weapon shooting speed (research)'], 'Range': '66', 'Damage': '400 explosion', 'Required technologies': ['Atomic bomb (research)']}"
Flamethrower ammo,"{'Time': '6', 'Heavy oil': '50', 'Light oil': '50', 'Steel plate': '5'}",{'Flamethrower ammo': '1 '},"{'Area of effect size': '2.5', 'Magazine size': '100', 'Produced by': ['Chemical plant'], 'Internal name': 'flamethrower-ammo', 'Stack size': '100', 'Used as ammunition by': ['Flamethrower', 'Tank'], 'Boosting technologies': ['Refined flammables (research)'], 'Required technologies': ['Flamethrower (research)'], 'Damage': 'Contact damage: 2 fire, Fire on the ground: 13/s fire, Ignited objects: 100/s fire', 'Prototype type': 'ammo'}"
Grenade,"{'Time': '8', 'Iron plate': '5', 'Coal': '10'}",{'Grenade': '1 '},"{'Area of effect size': '6.5', 'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'grenade', 'Stack size': '100', 'Required technologies': ['Military 2 (research)'], 'Boosting technologies': ['Stronger explosives (research)'], 'Range': '15', 'Damage': '35 explosion', 'Shooting speed': '2/s', 'Consumed by': ['Cliff explosives', 'Cluster grenade', 'Military science pack']}"
Cluster grenade,"{'Time': '8', 'Explosives': '5', 'Grenade': '7', 'Steel plate': '5'}",{'Cluster grenade': '1 '},"{'Area of effect size': '11', 'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'cluster-grenade', 'Stack size': '100', 'Required technologies': ['Military 4 (research)'], 'Boosting technologies': ['Stronger explosives (research)'], 'Range': '20', 'Damage': '35 explosion', 'Shooting speed': '2/s'}"
Poison capsule,"{'Time': '8', 'Electronic circuit': '3', 'Steel plate': '3', 'Coal': '10'}",{'Poison capsule': '1 '},"{'Area of effect size': '11', 'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'poison-capsule', 'Stack size': '100', 'Required technologies': ['Military 3 (research)'], 'Range': '25', 'Damage': '8/s (poison)', 'Shooting speed': '2/s'}"
Slowdown capsule,"{'Time': '8', 'Electronic circuit': '2', 'Steel plate': '2', 'Coal': '5'}",{'Slowdown capsule': '1 '},"{'Area of effect size': '9', 'Prototype type': 'projectile', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'slowdown-capsule', 'Stack size': '100', 'Required technologies': ['Military 3 (research)'], 'Range': '25', 'Shooting speed': '2 /s'}"
Defender capsule,"{'Time': '8', 'Iron gear wheel': '3', 'Flying robot frame': '1', 'Piercing rounds magazine': '1'}",{'Defender capsule': '1 '},"{'Boosting technologies': ['Bullet shooting speed (research)', 'Bullet damage (research)', 'Follower robot count (research)'], 'Required technologies': ['Combat robotics (research)'], 'Damage': '5 physical', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Shooting speed': '4/s (Capsule), 3/s (Defender)', 'Consumed by': ['Distractor capsule'], 'Prototype type': 'projectile', 'Health': '60', 'Internal name': 'defender-capsule', 'Lifespan': '45 seconds', 'Stack size': '100', 'Range': '20 (Capsule), 15 (Defender)', 'Resistances': 'Acid: 0/80%'}"
Distractor capsule,"{'Time': '15', 'Advanced circuit': '3', 'Defender capsule': '4'}",{'Distractor capsule': '1 '},"{'Boosting technologies': ['Energy weapons damage (research)'], 'Required technologies': ['Combat robotics 2 (research)'], 'Damage': '7.5 laser', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Shooting speed': '2/s (Capsule), 3/s (Distractor)', 'Consumed by': ['Destroyer capsule'], 'Prototype type': 'projectile', 'Health': '90', 'Internal name': 'distractor-capsule', 'Lifespan': '45 seconds', 'Stack size': '100', 'Range': '25 (Capsule), 15 (Distractor)', 'Resistances': 'Acid: 0/85%'}"
Destroyer capsule,"{'Time': '15', 'Speed module': '1', 'Distractor capsule': '4'}",{'Destroyer capsule': '1 '},"{'Boosting technologies': ['Energy weapons damage (research)', 'Follower robot count (research)'], 'Required technologies': ['Combat robotics 3 (research)'], 'Damage': '10 electric', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Shooting speed': '2/s (Capsule), 3/s (Destroyer)', 'Prototype type': 'projectile', 'Health': '60', 'Internal name': 'destroyer-capsule', 'Lifespan': '120 seconds', 'Stack size': '100', 'Range': '25 (Capsule), 15 (Destroyer)', 'Resistances': 'Acid: 0/90%'}"
Discharge defense remote,"{'Time': '0.5', 'Electronic circuit': '1'}",{'Discharge defense remote': '1 '},"{'Prototype type': 'capsule', 'Required technologies': ['Discharge defense (research)'], 'Internal name': 'discharge-defense-remote', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '1'}"
Artillery targeting remote,"{'Time': '0.5', 'Processing unit': '1', 'Radar': '1'}",{'Artillery targeting remote': '1 '},"{'Prototype type': 'capsule', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'artillery-targeting-remote', 'Stack size': '1', 'Required technologies': ['Artillery (research)'], 'Allows firing artillery manually from the map or the world.': 'Map color'}"
Light armor,"{'Time': '3', 'Iron plate': '40'}",{'Light armor': '1 '},"{'Prototype type': 'armor', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'light-armor', 'Stack size': '1', 'Required technologies': 'None required', 'Resistances': 'Acid: 0/20%, Explosion: 2/20%, Fire: 0/10%, Physical: 3/20%', 'Durability': 'Infinite'}"
Heavy armor,"{'Time': '8', 'Copper plate': '100', 'Steel plate': '50'}",{'Heavy armor': '1 '},"{'Prototype type': 'armor', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'heavy-armor', 'Stack size': '1', 'Required technologies': ['Heavy armor (research)'], 'Resistances': 'Acid: 0/40%, Explosion: 20/30%, Fire: 0/30%, Physical: 6/30%', 'Durability': 'Infinite'}"
Modular armor,"{'Time': '15', 'Advanced circuit': '30', 'Steel plate': '50'}",{'Modular armor': '1 '},"{'Grid size': '5×5', 'Prototype type': 'armor', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Inventory size bonus': '10', 'Internal name': 'modular-armor', 'Stack size': '1', 'Required technologies': ['Modular armor (research)'], 'Accepted equipment': ['Portable solar panel', 'Portable fusion reactor', 'Energy shield', 'Energy shield MK2', 'Personal battery', 'Personal battery MK2', 'Personal laser defense', 'Discharge defense', 'Exoskeleton', 'Personal roboport', 'Personal roboport MK2', 'Nightvision', 'Belt immunity equipment'], 'Resistances': 'Acid: 0/50%, Explosion: 30/35%, Fire: 0/40%, Physical: 6/30%', 'Durability': 'Infinite'}"
Power armor,"{'Time': '20', 'Electric engine unit': '20', 'Processing unit': '40', 'Steel plate': '40'}",{'Power armor': '1 '},"{'Grid size': '7×7', 'Prototype type': 'armor', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Inventory size bonus': '20', 'Internal name': 'power-armor', 'Stack size': '1', 'Required technologies': ['Power armor (research)'], 'Accepted equipment': ['Portable solar panel', 'Portable fusion reactor', 'Energy shield', 'Energy shield MK2', 'Personal battery', 'Personal battery MK2', 'Personal laser defense', 'Discharge defense', 'Exoskeleton', 'Personal roboport', 'Personal roboport MK2', 'Nightvision', 'Belt immunity equipment'], 'Resistances': 'Acid: 0/60%, Explosion: 40/40%, Fire: 0/60%, Physical: 8/30%', 'Durability': 'Infinite'}"
Power armor MK2,"{'Speed module 2': '25', 'Low density structure': '30', 'Electric engine unit': '40', 'Time': '25', 'Processing unit': '60', 'Efficiency module 2': '25'}",{'Power armor MK2': '1 '},"{'Grid size': '10×10', 'Prototype type': 'armor', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Inventory size bonus': '30', 'Internal name': 'power-armor-mk2', 'Stack size': '1', 'Required technologies': ['Power armor MK2 (research)'], 'Accepted equipment': ['Portable solar panel', 'Portable fusion reactor', 'Energy shield', 'Energy shield MK2', 'Personal battery', 'Personal battery MK2', 'Personal laser defense', 'Discharge defense', 'Exoskeleton', 'Personal roboport', 'Personal roboport MK2', 'Nightvision', 'Belt immunity equipment'], 'Resistances': 'Acid: 0/70%, Explosion: 60/50%, Fire: 0/70%, Physical: 10/40%', 'Durability': 'Infinite'}"
Portable solar panel,"{'Time': '10', 'Solar panel': '1', 'Advanced circuit': '2', 'Steel plate': '5'}",{'Portable solar panel': '1 '},"{'Prototype type': 'solar-panel-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Power output': '30 kW electric', 'Dimensions': '1×1', 'Stack size': '20', 'Internal name': 'solar-panel-equipment', 'Required technologies': ['Portable solar panel (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Portable fusion reactor,"{'Time': '10', 'Processing unit': '200', 'Low density structure': '50'}",{'Portable fusion reactor': '1 '},"{'Prototype type': 'generator-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Power output': '750 kW electric', 'Dimensions': '4×4', 'Stack size': '20', 'Internal name': 'fusion-reactor-equipment', 'Required technologies': ['Portable fusion reactor (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Energy shield,"{'Time': '10', 'Advanced circuit': '5', 'Steel plate': '10'}",{'Energy shield': '1 '},"{'Prototype type': 'energy-shield-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '240 kW (electric)', 'Internal name': 'energy-shield-equipment', 'Dimensions': '2×2', 'Stack size': '20', 'Required technologies': ['Energy shield equipment (research)'], 'Consumed by': ['Energy shield MK2'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2'], 'Shield': '50'}"
Energy shield MK2,"{'Time': '10', 'Low density structure': '5', 'Processing unit': '5', 'Energy shield': '10'}",{'Energy shield MK2': '1 '},"{'Prototype type': 'energy-shield-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '360 kW (electric)', 'Internal name': 'energy-shield-mk2-equipment', 'Dimensions': '2×2', 'Stack size': '20', 'Required technologies': ['Energy shield MK2 equipment (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2'], 'Shield': '150'}"
Personal battery,"{'Time': '10', 'Battery': '5', 'Steel plate': '10'}",{'Personal battery': '1 '},"{'Prototype type': 'battery-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'battery-equipment', 'Dimensions': '1×2', 'Energy capacity': '20 MJ (electric)', 'Stack size': '20', 'Required technologies': ['Personal battery (research)'], 'Consumed by': ['Personal battery MK2'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Personal battery MK2,"{'Time': '10', 'Processing unit': '15', 'Low density structure': '5', 'Personal battery': '10'}",{'Personal battery MK2': '1 '},"{'Prototype type': 'battery-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'battery-mk2-equipment', 'Dimensions': '1×2', 'Energy capacity': '100 MJ (electric)', 'Stack size': '20', 'Required technologies': ['Personal battery MK2 (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Personal laser defense,"{'Time': '10', 'Laser turret': '5', 'Low density structure': '5', 'Processing unit': '20'}",{'Personal laser defense': '1 '},"{'Energy consumption': '150kW', 'Boosting technologies': ['Laser turret shooting speed (research)', 'Energy weapons damage (research)'], 'Required technologies': ['Personal laser defense (research)'], 'Damage': '40 laser', 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2'], 'Shooting speed': '3/s', 'Prototype type': 'active-defense-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'personal-laser-defense-equipment', 'Stack size': '20', 'Range': '15', 'Dimensions': '2×2'}"
Discharge defense,"{'Time': '10', 'Laser turret': '10', 'Processing unit': '5', 'Steel plate': '20'}",{'Discharge defense': '1 '},"{'Energy consumption': '800 kW (electric)', 'Required technologies': ['Discharge defense (research)'], 'Damage': '100 electric', 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2'], 'Shooting speed': '0.4/s', 'Area of effect size': '8', 'Prototype type': 'active-defense-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Internal name': 'discharge-defense-equipment', 'Stack size': '20', 'Range': '10', 'Dimensions': '2×2'}"
Belt immunity equipment,"{'Time': '10', 'Advanced circuit': '5', 'Steel plate': '10'}",{'Belt immunity equipment': '1 '},"{'Prototype type': 'belt-immunity-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '100 kW (electric)', 'Internal name': 'belt-immunity-equipment', 'Dimensions': '1×1', 'Stack size': '20', 'Required technologies': ['Belt immunity equipment (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Exoskeleton,"{'Time': '10', 'Electric engine unit': '30', 'Processing unit': '10', 'Steel plate': '20'}",{'Exoskeleton': '1 '},"{'Movement bonus': '30% (stackable)', 'Prototype type': 'movement-bonus-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '200 kW (electric)', 'Internal name': 'exoskeleton-equipment', 'Dimensions': '2×4', 'Stack size': '20', 'Required technologies': ['Exoskeleton equipment (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Personal roboport,"{'Time': '10', 'Iron gear wheel': '40', 'Battery': '45', 'Advanced circuit': '10', 'Steel plate': '20'}",{'Personal roboport': '1 '},"{'Robot recharge rate': '2×1.0 MW (electric)', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '2 MW (electric)', 'Charging stations': '2', 'Required technologies': ['Personal roboport (research)'], 'Internal buffer recharge rate': '3.5 MW (electric)', 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2'], 'Construction area': '30×30 tiles', 'Prototype type': 'roboport-equipment', 'Robot limit': '10', 'Internal name': 'personal-roboport-equipment', 'Energy capacity': '35 MJ (electric)', 'Stack size': '20', 'Consumed by': ['Personal roboport MK2'], 'Dimensions': '2×2'}"
Personal roboport MK2,"{'Time': '20', 'Personal roboport': '5', 'Processing unit': '100', 'Low density structure': '20'}",{'Personal roboport MK2': '1 '},"{'Robot recharge rate': '4×1.0 MW (electric)', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '4 MW (electric)', 'Charging stations': '4', 'Required technologies': ['Personal roboport MK2 (research)'], 'Internal buffer recharge rate': '3.5 MW (electric)', 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2'], 'Construction area': '40×40 tiles', 'Prototype type': 'roboport-equipment', 'Robot limit': '25', 'Internal name': 'personal-roboport-mk2-equipment', 'Energy capacity': '35 MJ (electric)', 'Stack size': '20', 'Dimensions': '2×2'}"
Nightvision,"{'Time': '10', 'Advanced circuit': '5', 'Steel plate': '10'}",{'Nightvision': '1 '},"{'Prototype type': 'night-vision-equipment', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Energy consumption': '10 kW (electric)', 'Internal name': 'night-vision-equipment', 'Dimensions': '3×2', 'Stack size': '20', 'Required technologies': ['Nightvision equipment (research)'], 'Placed in': ['Modular armor', 'Power armor', 'Power armor MK2']}"
Wall,"{'Time': '0.5', 'Stone brick': '5'}",{'Wall': '1 '},"{'Prototype type': 'wall', 'Health': '350', 'Internal name': 'stone-wall', 'Resistances': 'Acid: 0/80%, Explosion: 10/30%, Fire: 0/100%, Impact: 45/60%, Laser: 0/70%, Physical: 3/20%', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '100', 'Required technologies': ['Stone walls (research)'], 'Mining time': '0.2', 'Map color': ['background-color:#b8c8b8'], 'Dimensions': '1×1', 'Consumed by': ['Gate', 'Military science pack']}"
Gate,"{'Time': '0.5', 'Electronic circuit': '2', 'Wall': '1', 'Steel plate': '2'}",{'Gate': '1 '},"{'Prototype type': 'gate', 'Health': '350', 'Internal name': 'gate', 'Resistances': 'Explosion: 10/30%, Fire: 0/100%, Impact: 45/60%, Laser: 0/70%, Physical: 3/20%', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Required technologies': ['Gates (research)'], 'Mining time': '0.1', 'Map color': ['background-color:#808080'], 'Dimensions': '1×1'}"
Gun turret,"{'Time': '8', 'Iron plate': '20', 'Iron gear wheel': '10', 'Copper plate': '10'}",{'Gun turret': '1 '},"{'Map color': ['background-color:#c8a218'], 'Boosting technologies': ['Physical projectile damage (research)', 'Weapon shooting speed (research)'], 'Required technologies': ['Turrets (research)'], 'Ammunition': ['Firearm magazine', 'Piercing rounds magazine', 'Uranium rounds magazine'], 'Shooting speed': '10/s', 'Prototype type': 'ammo-turret', 'Health': '400', 'Internal name': 'gun-turret', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Mining time': '0.5', 'Range': '18', 'Dimensions': '2×2'}"
Laser turret,"{'Time': '20', 'Electronic circuit': '20', 'Battery': '12', 'Steel plate': '20'}",{'Laser turret': '1 '},"{'Energy consumption': '2.4 MW (electric)', 'Boosting technologies': ['Laser turret shooting speed (research)', 'Energy weapons damage (research)'], 'Required technologies': ['Laser turrets (research)'], 'Range': '24', 'Damage': '20 (laser)', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Map color': ['background-color:#d82a28'], 'Consumed by': ['Discharge defense', 'Personal laser defense'], 'Prototype type': 'electric-turret', 'Health': '1000', 'Internal name': 'laser-turret', 'Stack size': '50', 'Mining time': '0.5', 'Shooting speed': '3/s', 'Dimensions': '2×2', 'Drain': '24 kW (electric)'}"
Flamethrower turret,"{'Time': '20', 'Steel plate': '30', 'Iron gear wheel': '15', 'Pipe': '10', 'Engine unit': '5'}",{'Flamethrower turret': '1 '},"{'Boosting technologies': ['Refined flammables (research)'], 'Required technologies': ['Flamethrower (research)'], 'Range': 'Minimum: 6, Maximum: 30, (Limited 45° arc)', 'Damage': 'Contact damage: 3 fire, Fire on the ground: 13/s fire, Ignited objects: 100/s fire', 'Ammunition': ['Crude oil', 'Heavy oil', 'Light oil'], 'Shooting speed': '15/s', 'Area of effect size': '2.5', 'Prototype type': 'fluid-turret', 'Health': '1400', 'Internal name': 'flamethrower-turret', 'Resistances': 'Fire: 0/100%', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '50', 'Fluid consumption': '3/s', 'Mining time': '0.5', 'Map color': ['background-color:#e87018'], 'Dimensions': '2×3'}"
Artillery turret,"{'Time': '40', 'Iron gear wheel': '40', 'Advanced circuit': '20', 'Concrete': '60', 'Steel plate': '60'}",{'Artillery turret': '1 '},"{'Boosting technologies': ['Artillery shell range (research)', 'Artillery shell shooting speed (research)'], 'Required technologies': ['Artillery (research)'], 'Range': 'Minimum: 32, Automatic: 224, Manual: 560', 'Health': '2000', 'Shooting speed': '0.3/s', 'Prototype type': 'artillery-turret', 'Ammunition': ['Artillery shell'], 'Internal name': 'artillery-turret', 'Resistances': 'Acid: 3/20%, Explosion: 15/30%, Fire: 15/50%, Impact: 50/50%, Physical: 15/30%', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Stack size': '10', 'Mining time': '0.5', 'Map color': ['background-color:#006090'], 'Dimensions': '3×3'}"
Radar,"{'Time': '0.5', 'Electronic circuit': '5', 'Iron gear wheel': '5', 'Iron plate': '10'}",{'Radar': '1 '},"{'Energy consumption': '300.0 kW (electric)', 'Required technologies': 'None required', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Consumed by': ['Artillery shell', 'Artillery targeting remote', 'Satellite'], 'Prototype type': 'radar', 'Health': '250', 'Internal name': 'radar', 'Dimensions': '3×3', 'Stack size': '50', 'Mining time': '0.1', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/70%, Impact: 0/30%'}"
Rocket silo,"{'Steel plate': '1k', 'Electric engine unit': '200', 'Concrete': '1k', 'Time': '30', 'Processing unit': '200', 'Pipe': '100'}",{'Rocket silo': '1 '},"{'Energy consumption': '4.0 MW (electric)', 'Crafting speed': '1', 'Required technologies': ['Rocket silo (research)'], 'Module slots': '4 slots', 'Produced by': ['Assembling machine 1', 'Assembling machine 2', 'Assembling machine 3', 'Crafting#Manual crafting'], 'Prototype type': 'rocket-silo', 'Health': '5000', 'Internal name': 'rocket-silo', 'Dimensions': '9×9', 'Stack size': '1', 'Mining time': '1', 'Map color': ['background-color:#006090'], 'Resistances': 'Fire: 0/60%, Impact: 0/60%'}"
